end_type,primary_category,category,scheme,Benchmark,Riskometer-Scheme,Riskometer-Benchmark,Nav-Regular,Nav-Direct,Return-Regular,Return-Direct,Return-BenchMark,period-return-bench-direct,Daily AUM,regular_isin,direct_isin,data_plan_id
Open Ended,Equity,Large & Mid Cap,Franklin India Equity Advantage Fund,NIFTY Large Midcap 250 Total Return Index,Very High,Very High,182.7110|data-nav-reg=182.7110|data-prev-nav-reg=185.7978,199.9803|data-nav-dir=199.9803|data-prev-nav-dir=203.3473,18.24|data-1y=18.35|data-3y=13.24|data-5y=18.24|data-10y=12.01|data-sl=15.75,19.18|data-1y=19.19|data-3y=14.09|data-5y=19.18|data-10y=12.88|data-sl=15.41,22.27|data-1y=16.04|data-3y=17.05|data-5y=22.27|data-10y=15.93|data-sl=NA,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=16.94,"3,499.92|data-order=3,499.92",INF090I01205,INF090I01IN1,2605
Open Ended,Equity,Large & Mid Cap,HDFC Large and Mid Cap Fund,NIFTY Large Midcap 250 Total Return Index,Very High,Very High,327.2740|data-nav-reg=327.2740|data-prev-nav-reg=334.3870,342.7530|data-nav-dir=342.7530|data-prev-nav-dir=350.1800,23.38|data-1y=16.95|data-3y=20.24|data-5y=23.38|data-10y=14.18|data-sl=13.04,24.23|data-1y=17.93|data-3y=21.24|data-5y=24.23|data-10y=14.65|data-sl=14.55,22.27|data-1y=16.04|data-3y=17.05|data-5y=22.27|data-10y=15.93|data-sl=NA,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=16.94,"23,813.07|data-order=23,813.07",INF179KA1RT1,INF179KA1RQ7,172
Open Ended,Equity,Large & Mid Cap,HSBC Large and Mid Cap Fund,NIFTY Large Midcap 250 Total Return Index,Very High,Very High,27.8572|data-nav-reg=27.8572|data-prev-nav-reg=28.6773,30.2707|data-nav-dir=30.2707|data-prev-nav-dir=31.1592,21.72|data-1y=34.88|data-3y=19.90|data-5y=21.72|data-10y=NA|data-sl=19.48,22.76|data-1y=36.25|data-3y=21.39|data-5y=22.76|data-10y=NA|data-sl=21.21,22.27|data-1y=16.04|data-3y=17.05|data-5y=22.27|data-10y=NA|data-sl=19.22,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=19.22,"4,262.88|data-order=4,262.88",,,39454
Open Ended,Equity,Large & Mid Cap,ICICI Prudential Large & Mid Cap Fund,NIFTY Large Midcap 250 Total Return Index,Very High,Very High,931.9800|data-nav-reg=931.9800|data-prev-nav-reg=945.0400,"1,036.4700|data-nav-dir=1,036.4700|data-prev-nav-dir=1,050.9300",23.16|data-1y=20.26|data-3y=19.86|data-5y=23.16|data-10y=14.95|data-sl=18.65,24.18|data-1y=21.36|data-3y=20.91|data-5y=24.18|data-10y=16.02|data-sl=17.13,22.27|data-1y=16.04|data-3y=17.05|data-5y=22.27|data-10y=15.93|data-sl=NA,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=16.94,"17,950.42|data-order=17,950.42",INF109K01431,INF109K011O5,534
Open Ended,Equity,Large & Mid Cap,Invesco India Large & Mid Cap Fund,NIFTY Large Midcap 250 Total Return Index,Very High,Very High,94.9700|data-nav-reg=94.9700|data-prev-nav-reg=97.2900,111.7500|data-nav-dir=111.7500|data-prev-nav-dir=114.4700,21.51|data-1y=33.47|data-3y=20.49|data-5y=21.51|data-10y=15.98|data-sl=13.79,23.04|data-1y=35.02|data-3y=21.97|data-5y=23.04|data-10y=17.63|data-sl=18.99,22.27|data-1y=16.04|data-3y=17.05|data-5y=22.27|data-10y=15.93|data-sl=13.74,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=16.94,"6,648.71|data-order=6,648.71",INF205K01247,INF205K01MA0,5346
Open Ended,Equity,Large & Mid Cap,Kotak Equity Opportunities Fund,NIFTY Large Midcap 250 Total Return Index,Very High,Very High,330.4620|data-nav-reg=330.4620|data-prev-nav-reg=336.5910,377.2800|data-nav-dir=377.2800|data-prev-nav-dir=384.2430,20.99|data-1y=22.06|data-3y=18.51|data-5y=20.99|data-10y=15.62|data-sl=18.76,22.42|data-1y=23.41|data-3y=19.89|data-5y=22.42|data-10y=17.03|data-sl=18.08,22.27|data-1y=16.04|data-3y=17.05|data-5y=22.27|data-10y=15.93|data-sl=NA,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=16.94,"25,576.08|data-order=25,576.08",INF174K01187,INF174K01LF9,2360
Open Ended,Equity,Large & Mid Cap,LIC MF Large & Mid Cap Fund,NIFTY Large Midcap 250 Total Return Index,Very High,Very High,38.8989|data-nav-reg=38.8989|data-prev-nav-reg=39.7224,44.4478|data-nav-dir=44.4478|data-prev-nav-dir=45.3838,19.60|data-1y=26.14|data-3y=15.89|data-5y=19.60|data-10y=NA|data-sl=14.75,21.38|data-1y=27.86|data-3y=17.47|data-5y=21.38|data-10y=NA|data-sl=16.31,22.27|data-1y=16.04|data-3y=17.05|data-5y=22.27|data-10y=NA|data-sl=15.36,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=15.36,"3,204.38|data-order=3,204.38",INF767K01NB5,INF767K01NE9,29414
Open Ended,Equity,Large & Mid Cap,Mahindra Manulife Large & Mid Cap Fund,NIFTY Large Midcap 250 Total Return Index,Very High,Very High,26.2476|data-nav-reg=26.2476|data-prev-nav-reg=26.9240,28.6968|data-nav-dir=28.6968|data-prev-nav-dir=29.4327,21.29|data-1y=13.22|data-3y=14.74|data-5y=21.29|data-10y=NA|data-sl=21.17,23.46|data-1y=14.98|data-3y=16.74|data-5y=23.46|data-10y=NA|data-sl=23.34,22.27|data-1y=16.04|data-3y=17.05|data-5y=22.27|data-10y=NA|data-sl=21.82,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=21.82,"2,522.19|data-order=2,522.19",INF174V01911,INF174V01960,40395
Open Ended,Equity,Large & Mid Cap,Mirae Asset Large & Midcap Fund,NIFTY Large Midcap 250 Total Return Index,Very High,Very High,142.8120|data-nav-reg=142.8120|data-prev-nav-reg=145.9260,159.9370|data-nav-dir=159.9370|data-prev-nav-dir=163.4130,20.09|data-1y=12.77|data-3y=12.57|data-5y=20.09|data-10y=17.94|data-sl=20.12,21.28|data-1y=13.82|data-3y=13.65|data-5y=21.28|data-10y=19.03|data-sl=22.44,22.27|data-1y=16.04|data-3y=17.05|data-5y=22.27|data-10y=15.93|data-sl=14.65,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=16.94,"37,875.44|data-order=37,875.44",INF769K01101,INF769K01BI1,11213
Open Ended,Equity,Large & Mid Cap,Motilal Oswal Large and Midcap Fund,NIFTY Large Midcap 250 Total Return Index,Very High,Very High,34.2114|data-nav-reg=34.2114|data-prev-nav-reg=35.0561,37.0886|data-nav-dir=37.0886|data-prev-nav-dir=38.0005,26.35|data-1y=40.14|data-3y=25.85|data-5y=26.35|data-10y=NA|data-sl=26.53,28.31|data-1y=41.98|data-3y=27.64|data-5y=28.31|data-10y=NA|data-sl=28.50,22.27|data-1y=16.04|data-3y=17.05|data-5y=22.27|data-10y=NA|data-sl=22.33,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=22.33,"8,987.48|data-order=8,987.48",INF247L01965,INF247L01999,40336
Open Ended,Equity,Large & Mid Cap,Navi Large & Midcap Fund,NIFTY Large Midcap 250 Total Return Index,Very High,Very High,35.3493|data-nav-reg=35.3493|data-prev-nav-reg=36.0697,41.8507|data-nav-dir=41.8507|data-prev-nav-dir=42.6970,17.68|data-1y=15.36|data-3y=12.06|data-5y=17.68|data-10y=NA|data-sl=14.90,20.01|data-1y=17.58|data-3y=14.21|data-5y=20.01|data-10y=NA|data-sl=17.06,22.27|data-1y=16.04|data-3y=17.05|data-5y=22.27|data-10y=NA|data-sl=17.20,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=17.20,318.24|data-order=318.24,INF959L01CV7,INF959L01CR5,31276
Open Ended,Equity,Large & Mid Cap,Nippon India Vision Fund,NIFTY Large Midcap 250 Total Return Index,Very High,Very High,"1,420.8217|data-nav-reg=1,420.8217|data-prev-nav-reg=1,448.6858","1,522.7226|data-nav-dir=1,522.7226|data-prev-nav-dir=1,552.5161",21.54|data-1y=24.09|data-3y=19.37|data-5y=21.54|data-10y=12.81|data-sl=18.45,22.15|data-1y=24.71|data-3y=19.97|data-5y=22.15|data-10y=13.45|data-sl=15.40,22.27|data-1y=16.04|data-3y=17.05|data-5y=22.27|data-10y=15.93|data-sl=NA,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=16.94,"5,582.22|data-order=5,582.22",INF204K01372,INF204K01F04,182
Open Ended,Equity,Large & Mid Cap,Quant Large and Mid Cap Fund,NIFTY Large Midcap 250 Total Return Index,Very High,Very High,116.4807|data-nav-reg=116.4807|data-prev-nav-reg=119.5701,126.6599|data-nav-dir=126.6599|data-prev-nav-dir=130.0057,25.75|data-1y=15.44|data-3y=20.01|data-5y=25.75|data-10y=18.10|data-sl=14.54,27.40|data-1y=16.91|data-3y=21.87|data-5y=27.40|data-10y=18.97|data-sl=19.76,22.27|data-1y=16.04|data-3y=17.05|data-5y=22.27|data-10y=15.93|data-sl=14.50,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=16.94,"3,753.70|data-order=3,753.70",,,4111
Open Ended,Equity,Large & Mid Cap,SBI Large & Midcap Fund,NIFTY Large Midcap 250 Total Return Index,Very High,Very High,587.2372|data-nav-reg=587.2372|data-prev-nav-reg=597.4727,634.2365|data-nav-dir=634.2365|data-prev-nav-dir=645.2444,20.90|data-1y=16.37|data-3y=16.17|data-5y=20.90|data-10y=15.29|data-sl=15.09,21.88|data-1y=17.42|data-3y=17.18|data-5y=21.88|data-10y=16.10|data-sl=17.74,22.27|data-1y=16.04|data-3y=17.05|data-5y=22.27|data-10y=15.93|data-sl=NA,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=16.94,"29,138.67|data-order=29,138.67",INF200K01289,INF200K01UH9,197
Open Ended,Equity,Large & Mid Cap,Sundaram Large and Mid Cap Fund,NIFTY Large Midcap 250 Total Return Index,Very High,Very High,84.2742|data-nav-reg=84.2742|data-prev-nav-reg=85.9436,94.2751|data-nav-dir=94.2751|data-prev-nav-dir=96.1343,19.93|data-1y=18.74|data-3y=13.87|data-5y=19.93|data-10y=15.21|data-sl=12.91,21.31|data-1y=20.03|data-3y=15.15|data-5y=21.31|data-10y=16.44|data-sl=16.31,22.27|data-1y=16.04|data-3y=17.05|data-5y=22.27|data-10y=15.93|data-sl=14.29,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=16.89,"6,835.28|data-order=6,835.28",,,4152
Open Ended,Equity,Large & Mid Cap,Tata Large & Mid Cap Fund,NIFTY Large Midcap 250 Total Return Index,Very High,Very High,508.0937|data-nav-reg=508.0937|data-prev-nav-reg=518.8254,575.7965|data-nav-dir=575.7965|data-prev-nav-dir=587.9040,18.51|data-1y=12.99|data-3y=15.40|data-5y=18.51|data-10y=13.75|data-sl=13.15,19.46|data-1y=14.25|data-3y=16.67|data-5y=19.46|data-10y=15.04|data-sl=16.80,22.27|data-1y=16.04|data-3y=17.05|data-5y=22.27|data-10y=15.93|data-sl=NA,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=16.94,"8,161.33|data-order=8,161.33",INF277K01DH3,INF277K01MK8,102
Open Ended,Equity,Large & Mid Cap,Union Large & Midcap Fund,NIFTY Large Midcap 250 Total Return Index,Very High,Very High,25.2600|data-nav-reg=25.2600|data-prev-nav-reg=25.8400,26.8700|data-nav-dir=26.8700|data-prev-nav-dir=27.4800,20.53|data-1y=17.77|data-3y=13.17|data-5y=20.53|data-10y=NA|data-sl=19.97,22.00|data-1y=19.47|data-3y=14.72|data-5y=22.00|data-10y=NA|data-sl=21.43,22.27|data-1y=16.04|data-3y=17.05|data-5y=22.27|data-10y=NA|data-sl=22.10,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=22.10,857.73|data-order=857.73,INF582M01GD4,INF582M01GA0,40383
Open Ended,Equity,Large & Mid Cap,UTI Large & Mid Cap Fund,NIFTY Large Midcap 250 Total Return Index,Very High,Very High,173.4937|data-nav-reg=173.4937|data-prev-nav-reg=177.1424,184.9490|data-nav-dir=184.9490|data-prev-nav-dir=188.8242,23.13|data-1y=23.91|data-3y=20.02|data-5y=23.13|data-10y=14.11|data-sl=13.93,23.93|data-1y=25.00|data-3y=20.92|data-5y=23.93|data-10y=14.79|data-sl=15.82,22.27|data-1y=16.04|data-3y=17.05|data-5y=22.27|data-10y=15.93|data-sl=NA,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=16.94,"4,105.84|data-order=4,105.84",INF789F01869,INF789F01UG3,258
Open Ended,Equity,Large & Mid Cap,WhiteOak Capital Large & Mid Cap Fund,BSE 250 Large MidCap Total Return Index,,Very High,12.6480|data-nav-reg=12.6480|data-prev-nav-reg=12.9200,12.8770|data-nav-dir=12.8770|data-prev-nav-dir=13.1510,--|data-1y=22.99|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=25.24,--|data-1y=25.11|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=27.41,--|data-1y=13.43|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=15.81,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=15.81,"1,563.99|data-order=1,563.99",INF03VN01837,INF03VN01845,43931
Open Ended,Equity,Flexi Cap,360 ONE FlexiCap Fund,BSE 500 Total Return Index,,Very High,15.0241|data-nav-reg=15.0241|data-prev-nav-reg=15.2993,15.3997|data-nav-dir=15.3997|data-prev-nav-dir=15.6797,--|data-1y=24.94|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=30.63,--|data-1y=27.06|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=32.77,--|data-1y=14.01|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=22.56,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=22.56,"1,338.17|data-order=1,338.17",INF579M01AP7,INF579M01AS1,43545
Open Ended,Equity,Flexi Cap,Aditya Birla Sun Life Flexi Cap Fund,NIFTY 500 Total Return Index,Very High,Very High,"1,697.2200|data-nav-reg=1,697.2200|data-prev-nav-reg=1,726.3300","1,888.8500|data-nav-dir=1,888.8500|data-prev-nav-dir=1,921.1300",17.67|data-1y=17.04|data-3y=13.18|data-5y=17.67|data-10y=14.05|data-sl=21.48,18.67|data-1y=17.99|data-3y=14.11|data-5y=18.67|data-10y=15.10|data-sl=17.19,19.12|data-1y=14.43|data-3y=14.41|data-5y=19.12|data-10y=14.06|data-sl=16.33,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=14.89,"22,106.54|data-order=22,106.54",INF209K01AJ8,INF209K01XX1,561
Open Ended,Equity,Flexi Cap,Axis Flexi Cap Fund,NIFTY 500 Total Return Index,Very High,Very High,26.1600|data-nav-reg=26.1600|data-prev-nav-reg=26.6500,28.7300|data-nav-dir=28.7300|data-prev-nav-dir=29.2700,15.86|data-1y=21.60|data-3y=9.48|data-5y=15.86|data-10y=NA|data-sl=14.43,17.24|data-1y=22.85|data-3y=10.67|data-5y=17.24|data-10y=NA|data-sl=15.94,19.12|data-1y=14.43|data-3y=14.41|data-5y=19.12|data-10y=NA|data-sl=14.44,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=14.44,"12,869.24|data-order=12,869.24",INF846K01B51,INF846K01B28,34709
Open Ended,Equity,Flexi Cap,Bajaj Finserv Flexi Cap Fund,BSE 500 Total Return Index,,Very High,13.9200|data-nav-reg=13.9200|data-prev-nav-reg=14.1790,14.2100|data-nav-dir=14.2100|data-prev-nav-dir=14.4720,--|data-1y=23.69|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=26.65,--|data-1y=25.62|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=28.53,--|data-1y=14.01|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=22.46,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=22.46,"4,057.32|data-order=4,057.32",INF0QA701383,INF0QA701342,43651
Open Ended,Equity,Flexi Cap,Bandhan Flexi Cap Fund,BSE 500 Total Return Index,Very High,Very High,197.1500|data-nav-reg=197.1500|data-prev-nav-reg=200.3780,214.7370|data-nav-dir=214.7370|data-prev-nav-dir=218.2400,15.71|data-1y=14.70|data-3y=11.59|data-5y=15.71|data-10y=11.33|data-sl=16.72,16.53|data-1y=15.52|data-3y=12.39|data-5y=16.53|data-10y=12.12|data-sl=14.86,19.19|data-1y=14.01|data-3y=14.34|data-5y=19.19|data-10y=14.15|data-sl=14.05,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=14.95,"7,172.23|data-order=7,172.23",INF194K01391,INF194K01W62,2886
Open Ended,Equity,Flexi Cap,Bank of India Flexi Cap Fund,BSE 500 Total Return Index,Very High,Very High,35.0500|data-nav-reg=35.0500|data-prev-nav-reg=36.1300,37.6500|data-nav-dir=37.6500|data-prev-nav-dir=38.8100,--|data-1y=25.20|data-3y=19.67|data-5y=NA|data-10y=NA|data-sl=31.93,--|data-1y=27.07|data-3y=21.48|data-5y=NA|data-10y=NA|data-sl=34.03,--|data-1y=14.01|data-3y=14.34|data-5y=NA|data-10y=NA|data-sl=25.02,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=25.02,"2,084.86|data-order=2,084.86",INF761K01FI9,INF761K01FF5,41016
Open Ended,Equity,Flexi Cap,Baroda BNP Paribas Flexi Cap Fund,NIFTY 500 Total Return Index,,Very High,15.5245|data-nav-reg=15.5245|data-prev-nav-reg=15.8245,16.0843|data-nav-dir=16.0843|data-prev-nav-dir=16.3936,--|data-1y=19.74|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=20.19,--|data-1y=21.20|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=21.98,--|data-1y=14.43|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=17.65,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=17.65,"1,306.45|data-order=1,306.45",INF251K01QW9,INF251K01QZ2,42310
Open Ended,Equity,Flexi Cap,Canara Robeco Flexi Cap Fund,BSE 500 Total Return Index,Very High,Very High,324.2800|data-nav-reg=324.2800|data-prev-nav-reg=329.8400,361.4700|data-nav-dir=361.4700|data-prev-nav-dir=367.6300,18.31|data-1y=16.23|data-3y=11.64|data-5y=18.31|data-10y=13.54|data-sl=17.72,19.82|data-1y=17.56|data-3y=13.02|data-5y=19.82|data-10y=14.66|data-sl=15.44,19.19|data-1y=14.01|data-3y=14.34|data-5y=19.19|data-10y=14.15|data-sl=16.60,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=14.89,"12,720.84|data-order=12,720.84",,,1839
Open Ended,Equity,Flexi Cap,DSP Flexi Cap Fund,NIFTY 500 Total Return Index,Very High,Very High,67.2890|data-nav-reg=67.2890|data-prev-nav-reg=68.5800,110.8500|data-nav-dir=110.8500|data-prev-nav-dir=112.9680,18.99|data-1y=17.16|data-3y=13.51|data-5y=18.99|data-10y=14.05|data-sl=19.16,20.25|data-1y=18.37|data-3y=14.72|data-5y=20.25|data-10y=15.07|data-sl=16.23,19.12|data-1y=14.43|data-3y=14.41|data-5y=19.12|data-10y=14.06|data-sl=14.90,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=14.89,"11,566.19|data-order=11,566.19",INF740K01037,INF740K01PI2,393
Open Ended,Equity,Flexi Cap,Edelweiss Flexi Cap Fund,NIFTY 500 Total Return Index,Very High,Very High,37.5900|data-nav-reg=37.5900|data-prev-nav-reg=38.3880,43.1330|data-nav-dir=43.1330|data-prev-nav-dir=44.0430,20.41|data-1y=23.54|data-3y=17.11|data-5y=20.41|data-10y=NA|data-sl=14.26,22.46|data-1y=25.46|data-3y=19.03|data-5y=22.46|data-10y=NA|data-sl=15.86,19.12|data-1y=14.43|data-3y=14.41|data-5y=19.12|data-10y=NA|data-sl=13.37,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=13.37,"2,459.58|data-order=2,459.58",INF843K01KO3,INF843K01KK1,29261
Open Ended,Equity,Flexi Cap,Franklin India Flexi Cap Fund,NIFTY 500 Total Return Index,Very High,Very High,"1,601.9154|data-nav-reg=1,601.9154|data-prev-nav-reg=1,630.9205","1,775.9287|data-nav-dir=1,775.9287|data-prev-nav-dir=1,807.9686",22.29|data-1y=19.87|data-3y=17.69|data-5y=22.29|data-10y=14.46|data-sl=18.24,23.21|data-1y=20.78|data-3y=18.59|data-5y=23.21|data-10y=15.48|data-sl=17.57,19.12|data-1y=14.43|data-3y=14.41|data-5y=19.12|data-10y=14.06|data-sl=NA,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=14.89,"17,860.48|data-order=17,860.48",INF090I01239,INF090I01FK3,116
Open Ended,Equity,Flexi Cap,HDFC Flexi Cap Fund,NIFTY 500 Total Return Index,Very High,Very High,"1,854.3780|data-nav-reg=1,854.3780|data-prev-nav-reg=1,878.3720","2,020.4870|data-nav-dir=2,020.4870|data-prev-nav-dir=2,046.5250",22.83|data-1y=21.83|data-3y=22.75|data-5y=22.83|data-10y=14.95|data-sl=18.99,23.61|data-1y=22.66|data-3y=23.57|data-5y=23.61|data-10y=15.78|data-sl=17.30,19.12|data-1y=14.43|data-3y=14.41|data-5y=19.12|data-10y=14.06|data-sl=NA,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=14.89,"66,312.63|data-order=66,312.63",INF179K01608,INF179K01UT0,219
Open Ended,Equity,Flexi Cap,Helios Flexi Cap Fund,NIFTY 500 Total Return Index,,Very High,14.0500|data-nav-reg=14.0500|data-prev-nav-reg=14.3800,14.3000|data-nav-dir=14.3000|data-prev-nav-dir=14.6400,--|data-1y=23.64|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=34.38,--|data-1y=25.50|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=36.46,--|data-1y=14.43|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=25.25,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=25.25,"2,582.87|data-order=2,582.87",INF0R8701012,INF0R8701046,43837
Open Ended,Equity,Flexi Cap,HSBC Flexi Cap Fund,NIFTY 500 Total Return Index,Very High,Very High,217.4819|data-nav-reg=217.4819|data-prev-nav-reg=222.7541,241.5953|data-nav-dir=241.5953|data-prev-nav-dir=247.4364,20.16|data-1y=26.27|data-3y=18.84|data-5y=20.16|data-10y=13.29|data-sl=15.93,21.09|data-1y=27.20|data-3y=19.85|data-5y=21.09|data-10y=14.10|data-sl=16.51,19.12|data-1y=14.43|data-3y=14.41|data-5y=19.12|data-10y=14.06|data-sl=15.36,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=14.89,"4,999.54|data-order=4,999.54",INF336L01AF5,INF336L01DH5,2072
Open Ended,Equity,Flexi Cap,ICICI Prudential Flexicap Fund,BSE 500 Total Return Index,Very High,Very High,18.1700|data-nav-reg=18.1700|data-prev-nav-reg=18.5500,18.9700|data-nav-dir=18.9700|data-prev-nav-dir=19.3700,--|data-1y=21.90|data-3y=18.66|data-5y=NA|data-10y=NA|data-sl=18.72,--|data-1y=23.12|data-3y=20.08|data-5y=NA|data-10y=NA|data-sl=20.20,--|data-1y=14.01|data-3y=14.34|data-5y=NA|data-10y=NA|data-sl=15.85,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=15.85,"16,837.20|data-order=16,837.20",INF109KC1Q80,INF109KC1R14,41523
Open Ended,Equity,Flexi Cap,Invesco India Flexi Cap Fund,BSE 500 Total Return Index,Very High,Very High,18.7700|data-nav-reg=18.7700|data-prev-nav-reg=19.1700,19.6700|data-nav-dir=19.6700|data-prev-nav-dir=20.0800,--|data-1y=31.80|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=24.29,--|data-1y=33.78|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=26.32,--|data-1y=14.01|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=17.23,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=17.23,"2,581.59|data-order=2,581.59",INF205KA1460,INF205KA1494,42012
Open Ended,Equity,Flexi Cap,ITI Flexi Cap Fund,NIFTY 500 Total Return Index,Very High,Very High,17.5426|data-nav-reg=17.5426|data-prev-nav-reg=17.9853,18.1553|data-nav-dir=18.1553|data-prev-nav-dir=18.6107,--|data-1y=22.66|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=34.68,--|data-1y=24.74|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=37.15,--|data-1y=14.43|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=24.29,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=24.29,"1,276.08|data-order=1,276.08",INF00XX01CL3,INF00XX01CO7,43118
Open Ended,Equity,Flexi Cap,JM Flexicap Fund,BSE 500 Total Return Index,Very High,Very High,102.5204|data-nav-reg=102.5204|data-prev-nav-reg=104.7872,115.8671|data-nav-dir=115.8671|data-prev-nav-dir=118.4167,24.47|data-1y=29.75|data-3y=24.51|data-5y=24.47|data-10y=17.31|data-sl=15.35,25.71|data-1y=31.69|data-3y=25.92|data-5y=25.71|data-10y=18.61|data-sl=19.31,19.19|data-1y=14.01|data-3y=14.34|data-5y=19.19|data-10y=14.15|data-sl=13.90,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=14.95,"5,424.35|data-order=5,424.35",INF192K01635,INF192K01CC7,8653
Open Ended,Equity,Flexi Cap,Kotak Flexicap Fund,NIFTY 500 Total Return Index,Very High,Very High,78.7290|data-nav-reg=78.7290|data-prev-nav-reg=80.2380,88.2960|data-nav-dir=88.2960|data-prev-nav-dir=89.9830,16.28|data-1y=15.00|data-3y=13.83|data-5y=16.28|data-10y=13.67|data-sl=14.41,17.37|data-1y=15.99|data-3y=14.85|data-5y=17.37|data-10y=14.81|data-sl=16.93,19.12|data-1y=14.43|data-3y=14.41|data-5y=19.12|data-10y=14.06|data-sl=13.23,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=14.89,"49,878.75|data-order=49,878.75",INF174K01336,INF174K01LS2,10594
Open Ended,Equity,Flexi Cap,LIC MF Flexi Cap Fund,NIFTY 500 Total Return Index,Very High,Very High,99.9100|data-nav-reg=99.9100|data-prev-nav-reg=102.2247,109.4754|data-nav-dir=109.4754|data-prev-nav-dir=112.0023,16.44|data-1y=16.80|data-3y=12.69|data-5y=16.44|data-10y=10.90|data-sl=7.55,17.30|data-1y=17.89|data-3y=13.77|data-5y=17.30|data-10y=11.34|data-sl=12.15,19.12|data-1y=14.43|data-3y=14.41|data-5y=19.12|data-10y=14.06|data-sl=NA,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=14.89,"1,078.62|data-order=1,078.62",INF767K01071,INF767K01EG3,134
Open Ended,Equity,Flexi Cap,Mahindra Manulife Flexi Cap Fund,NIFTY 500 Total Return Index,Very High,Very High,15.4697|data-nav-reg=15.4697|data-prev-nav-reg=15.7781,16.4798|data-nav-dir=16.4798|data-prev-nav-dir=16.8060,--|data-1y=13.11|data-3y=14.08|data-5y=NA|data-10y=NA|data-sl=13.80,--|data-1y=15.03|data-3y=16.20|data-5y=NA|data-10y=NA|data-sl=15.95,--|data-1y=14.43|data-3y=14.41|data-5y=NA|data-10y=NA|data-sl=15.98,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=15.98,"1,431.70|data-order=1,431.70",INF174V01AP8,INF174V01AS2,41631
