end_type,primary_category,category,scheme,Benchmark,Riskometer-Scheme,Riskometer-Benchmark,Nav-Regular,Nav-Direct,Return-Regular,Return-Direct,Return-BenchMark,period-return-bench-direct,Daily AUM
Close Ended,Equity,Large Cap,ITI Large Cap Fund|data-plan_id=41208,NIFTY 100 Total Return Index,Very High,Very High,17.6418|data-nav-reg=17.6418|data-prev-nav-reg=17.7050,19.1944|data-nav-dir=19.1944|data-prev-nav-dir=19.2622,--|data-1y=16.44|data-3y=12.28|data-5y=NA|data-10y=NA|data-sl=15.13,--|data-1y=18.74|data-3y=14.58|data-5y=NA|data-10y=NA|data-sl=17.56,--|data-1y=15.50|data-3y=12.88|data-5y=NA|data-10y=NA|data-sl=16.90,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=16.90,382.33^|data-order=382.33
Close Ended,Equity,Large Cap,JM Large Cap Fund|data-plan_id=108,BSE 100 Total Return Index,Very High,Very High,154.3281|data-nav-reg=154.3281|data-prev-nav-reg=155.6833,175.0358|data-nav-dir=175.0358|data-prev-nav-dir=176.5646,17.66|data-1y=16.85|data-3y=15.34|data-5y=17.66|data-10y=11.08|data-sl=9.62,18.86|data-1y=18.57|data-3y=16.47|data-5y=18.86|data-10y=12.36|data-sl=13.95,17.18|data-1y=15.98|data-3y=14.01|data-5y=17.18|data-10y=13.09|data-sl=12.64,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=14.28,480.10^|data-order=480.10
Close Ended,Equity,Large Cap,Kotak Bluechip Fund|data-plan_id=577,NIFTY 100 Total Return Index,Very High,Very High,554.1600|data-nav-reg=554.1600|data-prev-nav-reg=558.2360,633.5750|data-nav-dir=633.5750|data-prev-nav-dir=638.2150,16.86|data-1y=18.71|data-3y=13.35|data-5y=16.86|data-10y=12.79|data-sl=18.03,18.28|data-1y=20.10|data-3y=14.75|data-5y=18.28|data-10y=14.17|data-sl=15.54,16.32|data-1y=15.50|data-3y=12.88|data-5y=16.32|data-10y=12.81|data-sl=NA,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=14.11,"9,541.47|data-order=9,541.47"
Close Ended,Equity,Large Cap,LIC MF Large Cap Fund|data-plan_id=158,NIFTY 100 Total Return Index,Very High,Very High,55.0371|data-nav-reg=55.0371|data-prev-nav-reg=55.3056,62.1813|data-nav-dir=62.1813|data-prev-nav-dir=62.4829,15.20|data-1y=17.28|data-3y=10.87|data-5y=15.20|data-10y=11.18|data-sl=6.37,15.48|data-1y=18.67|data-3y=11.49|data-5y=15.48|data-10y=12.02|data-sl=13.57,16.32|data-1y=15.50|data-3y=12.88|data-5y=16.32|data-10y=12.81|data-sl=NA,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=14.11,"1,482.42^|data-order=1,482.42"
Close Ended,Equity,Large Cap,Mahindra Manulife Large Cap Fund|data-plan_id=39222,NIFTY 100 Total Return Index,Very High,Very High,22.1793|data-nav-reg=22.1793|data-prev-nav-reg=22.3258,24.6621|data-nav-dir=24.6621|data-prev-nav-dir=24.8239,15.46|data-1y=15.44|data-3y=11.83|data-5y=15.46|data-10y=NA|data-sl=14.69,17.54|data-1y=17.39|data-3y=13.83|data-5y=17.54|data-10y=NA|data-sl=16.81,16.32|data-1y=15.50|data-3y=12.88|data-5y=16.32|data-10y=NA|data-sl=15.33,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=15.33,602.38^|data-order=602.38
Close Ended,Equity,Large Cap,Mirae Asset Large Cap Fund|data-plan_id=6762,NIFTY 100 Total Return Index,Very High,Very High,108.3180|data-nav-reg=108.3180|data-prev-nav-reg=108.8820,121.4670|data-nav-dir=121.4670|data-prev-nav-dir=122.0970,14.69|data-1y=15.21|data-3y=10.59|data-5y=14.69|data-10y=13.16|data-sl=15.27,15.89|data-1y=16.34|data-3y=11.71|data-5y=15.89|data-10y=14.24|data-sl=16.79,16.32|data-1y=15.50|data-3y=12.88|data-5y=16.32|data-10y=12.81|data-sl=12.20,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=14.11,"39,468.37^|data-order=39,468.37"
Close Ended,Equity,Large Cap,Nippon India Large Cap Fund|data-plan_id=5270,BSE 100 Total Return Index,Very High,Very High,87.5069|data-nav-reg=87.5069|data-prev-nav-reg=87.8702,97.1671|data-nav-dir=97.1671|data-prev-nav-dir=97.5681,19.44|data-1y=20.19|data-3y=20.27|data-5y=19.44|data-10y=14.01|data-sl=13.26,20.46|data-1y=21.26|data-3y=21.31|data-5y=20.46|data-10y=15.05|data-sl=17.03,17.18|data-1y=15.98|data-3y=14.01|data-5y=17.18|data-10y=13.09|data-sl=11.84,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=14.28,"36,484.85^|data-order=36,484.85"
Close Ended,Equity,Large Cap,PGIM India Large Cap Fund|data-plan_id=1513,NIFTY 100 Total Return Index,Very High,Very High,329.9000|data-nav-reg=329.9000|data-prev-nav-reg=332.7000,388.2100|data-nav-dir=388.2100|data-prev-nav-dir=391.4800,12.93|data-1y=12.04|data-3y=9.95|data-5y=12.93|data-10y=10.40|data-sl=17.25,14.64|data-1y=13.76|data-3y=11.62|data-5y=14.64|data-10y=12.04|data-sl=14.24,16.32|data-1y=15.50|data-3y=12.88|data-5y=16.32|data-10y=12.81|data-sl=17.39,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=14.11,598.74^|data-order=598.74
Close Ended,Equity,Large Cap,Quant Large Cap Fund|data-plan_id=42365,NIFTY 100 Total Return Index,,Very High,14.9997|data-nav-reg=14.9997|data-prev-nav-reg=14.9899,15.5970|data-nav-dir=15.5970|data-prev-nav-dir=15.5863,--|data-1y=15.76|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=18.40,--|data-1y=17.51|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=20.35,--|data-1y=15.50|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=15.75,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=15.75,"2,525.10^^^|data-order=2,525.10"
Close Ended,Equity,Large Cap,SBI Bluechip Fund|data-plan_id=3083,BSE 100 Total Return Index,Very High,Very High,89.2157|data-nav-reg=89.2157|data-prev-nav-reg=89.6764,98.4665|data-nav-dir=98.4665|data-prev-nav-dir=98.9731,16.41|data-1y=15.25|data-3y=13.04|data-5y=16.41|data-10y=12.85|data-sl=12.28,17.26|data-1y=16.04|data-3y=13.84|data-5y=17.26|data-10y=13.83|data-sl=15.84,17.18|data-1y=15.98|data-3y=14.01|data-5y=17.18|data-10y=13.09|data-sl=13.21,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=14.28,"50,791.73^|data-order=50,791.73"
Close Ended,Equity,Large Cap,Sundaram Large Cap Fund|data-plan_id=41102,NIFTY 100 Total Return Index,Very High,Very High,20.9209|data-nav-reg=20.9209|data-prev-nav-reg=21.0763,22.3080|data-nav-dir=22.3080|data-prev-nav-dir=22.4730,14.57|data-1y=13.22|data-3y=11.65|data-5y=14.57|data-10y=11.71|data-sl=19.05,16.08|data-1y=14.69|data-3y=13.15|data-5y=16.08|data-10y=12.88|data-sl=20.87,16.32|data-1y=15.50|data-3y=12.88|data-5y=16.32|data-10y=12.81|data-sl=NA,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=14.11,"3,465.92^|data-order=3,465.92"
Close Ended,Equity,Large Cap,Tata Large Cap Fund|data-plan_id=509,NIFTY 100 Total Return Index,Very High,Very High,487.7991|data-nav-reg=487.7991|data-prev-nav-reg=490.9533,556.7400|data-nav-dir=556.7400|data-prev-nav-dir=560.3244,16.04|data-1y=15.14|data-3y=13.18|data-5y=16.04|data-10y=11.78|data-sl=19.14,17.13|data-1y=16.30|data-3y=14.35|data-5y=17.13|data-10y=13.12|data-sl=14.51,16.32|data-1y=15.50|data-3y=12.88|data-5y=16.32|data-10y=12.81|data-sl=NA,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=14.11,"2,469.36^|data-order=2,469.36"
Close Ended,Equity,Large Cap,Taurus Large Cap Fund|data-plan_id=43,BSE 100 Total Return Index,Very High,Very High,156.4200|data-nav-reg=156.4200|data-prev-nav-reg=157.4200,165.3100|data-nav-dir=165.3100|data-prev-nav-dir=166.3800,15.00|data-1y=20.15|data-3y=15.31|data-5y=15.00|data-10y=9.96|data-sl=11.02,15.12|data-1y=20.28|data-3y=15.42|data-5y=15.12|data-10y=10.55|data-sl=11.50,17.18|data-1y=15.98|data-3y=14.01|data-5y=17.18|data-10y=13.09|data-sl=12.47,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=14.28,49.70|data-order=49.70
Close Ended,Equity,Large Cap,Union Largecap Fund|data-plan_id=34080,BSE 100 Total Return Index,Very High,Very High,23.2500|data-nav-reg=23.2500|data-prev-nav-reg=23.4400,24.5700|data-nav-dir=24.5700|data-prev-nav-dir=24.7700,15.30|data-1y=14.64|data-3y=10.95|data-5y=15.30|data-10y=NA|data-sl=11.65,16.12|data-1y=15.68|data-3y=11.82|data-5y=16.12|data-10y=NA|data-sl=12.46,17.18|data-1y=15.98|data-3y=14.01|data-5y=17.18|data-10y=NA|data-sl=14.78,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=14.78,442.57|data-order=442.57
Close Ended,Equity,Large Cap,UTI Large Cap Fund|data-plan_id=22,BSE 100 Total Return Index,Very High,Very High,266.0732|data-nav-reg=266.0732|data-prev-nav-reg=266.9283,290.4060|data-nav-dir=290.4060|data-prev-nav-dir=291.3327,15.48|data-1y=14.79|data-3y=9.83|data-5y=15.48|data-10y=11.64|data-sl=17.21,16.53|data-1y=15.79|data-3y=10.81|data-5y=16.53|data-10y=12.54|data-sl=14.30,17.18|data-1y=15.98|data-3y=14.01|data-5y=17.18|data-10y=13.09|data-sl=NA,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=14.28,"12,882.63^|data-order=12,882.63"
Close Ended,Equity,Large Cap,WhiteOak Capital Large Cap Fund|data-plan_id=42711,BSE 100 Total Return Index,,Very High,14.4550|data-nav-reg=14.4550|data-prev-nav-reg=14.5610,14.9770|data-nav-dir=14.9770|data-prev-nav-dir=15.0850,--|data-1y=23.52|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=19.25,--|data-1y=25.61|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=21.29,--|data-1y=15.98|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=16.06,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=16.06,702.43^|data-order=702.43
Close Ended,Equity,Large & Mid Cap,,,,,,,,,,,
Close Ended,Equity,Large & Mid Cap,Aditya Birla Sun Life Equity Advantage Fund|data-plan_id=27,NIFTY Large Midcap 250 Total Return Index,Very High,Very High,899.2300|data-nav-reg=899.2300|data-prev-nav-reg=901.2100,995.9400|data-nav-dir=995.9400|data-prev-nav-dir=998.1200,16.08|data-1y=18.28|data-3y=8.48|data-5y=16.08|data-10y=12.32|data-sl=16.99,17.07|data-1y=19.24|data-3y=9.39|data-5y=17.07|data-10y=13.37|data-sl=16.15,22.32|data-1y=20.40|data-3y=18.09|data-5y=22.32|data-10y=15.85|data-sl=NA,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=17.17,"5,941.64^|data-order=5,941.64"
Close Ended,Equity,Large & Mid Cap,Bandhan Core Equity Fund|data-plan_id=2797,NIFTY Large Midcap 250 Total Return Index,Very High,Very High,131.7760|data-nav-reg=131.7760|data-prev-nav-reg=132.3450,152.6380|data-nav-dir=152.6380|data-prev-nav-dir=153.2930,23.36|data-1y=29.88|data-3y=23.30|data-5y=23.36|data-10y=15.85|data-sl=14.20,24.83|data-1y=31.40|data-3y=24.76|data-5y=24.83|data-10y=17.43|data-sl=17.09,22.32|data-1y=20.40|data-3y=18.09|data-5y=22.32|data-10y=15.85|data-sl=15.88,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=17.17,"7,803.19^|data-order=7,803.19"
Close Ended,Equity,Large & Mid Cap,Bank of India Large & Mid Cap Equity Fund|data-plan_id=8985,BSE 250 Large MidCap Total Return Index,Very High,Very High,87.5400|data-nav-reg=87.5400|data-prev-nav-reg=87.6700,99.8600|data-nav-dir=99.8600|data-prev-nav-dir=100.0100,19.65|data-1y=18.91|data-3y=15.58|data-5y=19.65|data-10y=12.12|data-sl=14.32,20.90|data-1y=20.23|data-3y=16.78|data-5y=20.90|data-10y=13.40|data-sl=15.05,18.45|data-1y=17.13|data-3y=14.75|data-5y=18.45|data-10y=13.90|data-sl=15.98,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=15.09,374.02^|data-order=374.02
Close Ended,Equity,Large & Mid Cap,Bank of India Large & Mid Cap Equity Fund✝|data-plan_id=8989,BSE 250 Large MidCap Total Return Index,Very High,Very High,95.8700|data-nav-reg=95.8700|data-prev-nav-reg=96.0200,NA|data-nav-dir=NA|data-prev-nav-dir=NA,20.33|data-1y=19.75|data-3y=16.24|data-5y=20.33|data-10y=12.86|data-sl=14.96,--|data-1y=NA|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=NA,18.45|data-1y=17.13|data-3y=14.75|data-5y=18.45|data-10y=13.90|data-sl=15.98,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=NA,374.02^|data-order=374.02
Close Ended,Equity,Large & Mid Cap,Baroda BNP Paribas Large & Mid Cap Fund|data-plan_id=41086,BSE 250 Large MidCap Total Return Index,Very High,Very High,27.8227|data-nav-reg=27.8227|data-prev-nav-reg=27.9946,29.6888|data-nav-dir=29.6888|data-prev-nav-dir=29.8712,--|data-1y=29.26|data-3y=17.64|data-5y=NA|data-10y=NA|data-sl=26.63,--|data-1y=30.95|data-3y=19.25|data-5y=NA|data-10y=NA|data-sl=28.54,--|data-1y=17.13|data-3y=14.75|data-5y=NA|data-10y=NA|data-sl=22.97,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=22.97,"1,545.05^^|data-order=1,545.05"
Close Ended,Equity,Large & Mid Cap,Canara Robeco Emerging Equities Fund|data-plan_id=2645,NIFTY Large Midcap 250 Total Return Index,Very High,Very High,257.5200|data-nav-reg=257.5200|data-prev-nav-reg=259.2500,293.2300|data-nav-dir=293.2300|data-prev-nav-dir=295.1900,21.48|data-1y=29.05|data-3y=15.53|data-5y=21.48|data-10y=16.34|data-sl=17.80,22.86|data-1y=30.39|data-3y=16.81|data-5y=22.86|data-10y=17.66|data-sl=21.65,22.32|data-1y=20.40|data-3y=18.09|data-5y=22.32|data-10y=15.85|data-sl=NA,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=17.12,"25,359.52^|data-order=25,359.52"
Close Ended,Equity,Large & Mid Cap,DSP Equity Opportunities Fund|data-plan_id=776,NIFTY Large Midcap 250 Total Return Index,Very High,Very High,609.1960|data-nav-reg=609.1960|data-prev-nav-reg=611.5860,676.7740|data-nav-dir=676.7740|data-prev-nav-dir=679.4110,20.90|data-1y=25.62|data-3y=19.66|data-5y=20.90|data-10y=15.65|data-sl=18.14,22.07|data-1y=26.89|data-3y=20.83|data-5y=22.07|data-10y=16.75|data-sl=18.03,22.32|data-1y=20.40|data-3y=18.09|data-5y=22.32|data-10y=15.85|data-sl=NA,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=17.17,"14,227.05^|data-order=14,227.05"
Close Ended,Equity,Large & Mid Cap,Edelweiss Large & Mid Cap Fund|data-plan_id=4871,NIFTY Large Midcap 250 Total Return Index,Very High,Very High,87.7550|data-nav-reg=87.7550|data-prev-nav-reg=88.2590,102.4540|data-nav-dir=102.4540|data-prev-nav-dir=103.0390,21.42|data-1y=27.14|data-3y=17.95|data-5y=21.42|data-10y=14.87|data-sl=13.16,23.32|data-1y=28.99|data-3y=19.80|data-5y=23.32|data-10y=16.38|data-sl=17.75,22.32|data-1y=20.40|data-3y=18.09|data-5y=22.32|data-10y=15.85|data-sl=14.18,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=17.17,"3,849.61|data-order=3,849.61"
Close Ended,Equity,Large & Mid Cap,HDFC Large and Mid Cap Fund|data-plan_id=172,NIFTY Large Midcap 250 Total Return Index,Very High,Very High,334.3870|data-nav-reg=334.3870|data-prev-nav-reg=335.3990,350.1800|data-nav-dir=350.1800|data-prev-nav-dir=351.2330,23.33|data-1y=21.10|data-3y=21.25|data-5y=23.33|data-10y=14.05|data-sl=13.12,24.18|data-1y=22.13|data-3y=22.26|data-5y=24.18|data-10y=14.51|data-sl=14.77,22.32|data-1y=20.40|data-3y=18.09|data-5y=22.32|data-10y=15.85|data-sl=NA,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=17.17,"24,379.18^|data-order=24,379.18"
Close Ended,Equity,Large & Mid Cap,HSBC Large and Mid Cap Fund|data-plan_id=39454,NIFTY Large Midcap 250 Total Return Index,Very High,Very High,28.6773|data-nav-reg=28.6773|data-prev-nav-reg=28.8956,31.1592|data-nav-dir=31.1592|data-prev-nav-dir=31.3954,22.02|data-1y=41.39|data-3y=21.07|data-5y=22.02|data-10y=NA|data-sl=20.12,23.06|data-1y=42.83|data-3y=22.54|data-5y=23.06|data-10y=NA|data-sl=21.86,22.32|data-1y=20.40|data-3y=18.09|data-5y=22.32|data-10y=NA|data-sl=19.71,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=19.71,"4,412.30^|data-order=4,412.30"
Close Ended,Equity,Large & Mid Cap,ICICI Prudential Large & Mid Cap Fund|data-plan_id=534,NIFTY Large Midcap 250 Total Return Index,Very High,Very High,945.0400|data-nav-reg=945.0400|data-prev-nav-reg=943.2300,"1,050.9300|data-nav-dir=1,050.9300|data-prev-nav-dir=1,048.8900",23.07|data-1y=23.38|data-3y=20.93|data-5y=23.07|data-10y=14.76|data-sl=18.72,24.09|data-1y=24.51|data-3y=21.99|data-5y=24.09|data-10y=15.83|data-sl=17.28,22.32|data-1y=20.40|data-3y=18.09|data-5y=22.32|data-10y=15.85|data-sl=NA,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=17.17,"18,148.96^|data-order=18,148.96"
Close Ended,Equity,Large & Mid Cap,Invesco India Large & Mid Cap Fund|data-plan_id=5346,NIFTY Large Midcap 250 Total Return Index,Very High,Very High,97.2900|data-nav-reg=97.2900|data-prev-nav-reg=97.6800,114.4700|data-nav-dir=114.4700|data-prev-nav-dir=114.9300,21.68|data-1y=39.60|data-3y=21.64|data-5y=21.68|data-10y=15.90|data-sl=13.95,23.20|data-1y=41.22|data-3y=23.14|data-5y=23.20|data-10y=17.56|data-sl=19.24,22.32|data-1y=20.40|data-3y=18.09|data-5y=22.32|data-10y=15.85|data-sl=13.89,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=17.17,"6,830.84^|data-order=6,830.84"
Close Ended,Equity,Large & Mid Cap,Kotak Equity Opportunities Fund|data-plan_id=2360,NIFTY Large Midcap 250 Total Return Index,Very High,Very High,336.5910|data-nav-reg=336.5910|data-prev-nav-reg=339.2460,384.2430|data-nav-dir=384.2430|data-prev-nav-dir=387.2630,21.07|data-1y=25.87|data-3y=19.59|data-5y=21.07|data-10y=15.52|data-sl=18.88,22.50|data-1y=27.27|data-3y=20.98|data-5y=22.50|data-10y=16.93|data-sl=18.28,22.32|data-1y=20.40|data-3y=18.09|data-5y=22.32|data-10y=15.85|data-sl=NA,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=17.17,"26,044.91|data-order=26,044.91"
Close Ended,Equity,Large & Mid Cap,LIC MF Large & Mid Cap Fund|data-plan_id=29414,NIFTY Large Midcap 250 Total Return Index,Very High,Very High,39.7224|data-nav-reg=39.7224|data-prev-nav-reg=39.8270,45.3838|data-nav-dir=45.3838|data-prev-nav-dir=45.5018,19.63|data-1y=30.53|data-3y=16.83|data-5y=19.63|data-10y=NA|data-sl=15.01,21.41|data-1y=32.31|data-3y=18.42|data-5y=21.41|data-10y=NA|data-sl=16.57,22.32|data-1y=20.40|data-3y=18.09|data-5y=22.32|data-10y=NA|data-sl=15.64,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=15.64,"3,213.89^|data-order=3,213.89"
Close Ended,Equity,Large & Mid Cap,Mahindra Manulife Large & Mid Cap Fund|data-plan_id=40395,NIFTY Large Midcap 250 Total Return Index,Very High,Very High,26.9240|data-nav-reg=26.9240|data-prev-nav-reg=27.1075,29.4327|data-nav-dir=29.4327|data-prev-nav-dir=29.6321,21.86|data-1y=17.76|data-3y=16.07|data-5y=21.86|data-10y=NA|data-sl=21.83,24.04|data-1y=19.61|data-3y=18.09|data-5y=24.04|data-10y=NA|data-sl=24.01,22.32|data-1y=20.40|data-3y=18.09|data-5y=22.32|data-10y=NA|data-sl=22.40,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=22.40,"2,603.41^|data-order=2,603.41"
Close Ended,Equity,Large & Mid Cap,Mirae Asset Large & Midcap Fund|data-plan_id=11213,NIFTY Large Midcap 250 Total Return Index,Very High,Very High,145.9260|data-nav-reg=145.9260|data-prev-nav-reg=146.6920,163.4130|data-nav-dir=163.4130|data-prev-nav-dir=164.2670,20.15|data-1y=16.75|data-3y=13.53|data-5y=20.15|data-10y=17.86|data-sl=20.31,21.33|data-1y=17.85|data-3y=14.62|data-5y=21.33|data-10y=18.95|data-sl=22.68,22.32|data-1y=20.40|data-3y=18.09|data-5y=22.32|data-10y=15.85|data-sl=14.84,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=17.17,"38,896.07^|data-order=38,896.07"
Close Ended,Equity,Large & Mid Cap,Motilal Oswal Large and Midcap Fund|data-plan_id=40336,NIFTY Large Midcap 250 Total Return Index,Very High,Very High,35.0561|data-nav-reg=35.0561|data-prev-nav-reg=35.1849,38.0005|data-nav-dir=38.0005|data-prev-nav-dir=38.1389,26.62|data-1y=46.45|data-3y=26.82|data-5y=26.62|data-10y=NA|data-sl=27.17,28.58|data-1y=48.38|data-3y=28.62|data-5y=28.58|data-10y=NA|data-sl=29.15,22.32|data-1y=20.40|data-3y=18.09|data-5y=22.32|data-10y=NA|data-sl=22.90,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=22.90,"9,171.32^|data-order=9,171.32"
Close Ended,Equity,Large & Mid Cap,Navi Large & Midcap Fund|data-plan_id=31276,NIFTY Large Midcap 250 Total Return Index,Very High,Very High,36.0697|data-nav-reg=36.0697|data-prev-nav-reg=36.1466,42.6970|data-nav-dir=42.6970|data-prev-nav-dir=42.7858,17.77|data-1y=19.00|data-3y=13.02|data-5y=17.77|data-10y=NA|data-sl=15.17,20.10|data-1y=21.30|data-3y=15.19|data-5y=20.10|data-10y=NA|data-sl=17.33,22.32|data-1y=20.40|data-3y=18.09|data-5y=22.32|data-10y=NA|data-sl=17.51,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=17.51,318.67^^^|data-order=318.67
Close Ended,Equity,Large & Mid Cap,Nippon India Vision Fund|data-plan_id=182,NIFTY Large Midcap 250 Total Return Index,Very High,Very High,"1,448.6858|data-nav-reg=1,448.6858|data-prev-nav-reg=1,453.4696","1,552.5161|data-nav-dir=1,552.5161|data-prev-nav-dir=1,557.6203",21.49|data-1y=28.53|data-3y=20.22|data-5y=21.49|data-10y=12.73|data-sl=18.54,22.10|data-1y=29.18|data-3y=20.82|data-5y=22.10|data-10y=13.38|data-sl=15.60,22.32|data-1y=20.40|data-3y=18.09|data-5y=22.32|data-10y=15.85|data-sl=NA,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=17.17,"5,707.41^|data-order=5,707.41"
Close Ended,Equity,Large & Mid Cap,Quant Large and Mid Cap Fund|data-plan_id=4111,NIFTY Large Midcap 250 Total Return Index,Very High,Very High,119.5701|data-nav-reg=119.5701|data-prev-nav-reg=119.1906,130.0057|data-nav-dir=130.0057|data-prev-nav-dir=129.5886,25.81|data-1y=19.86|data-3y=21.21|data-5y=25.81|data-10y=18.08|data-sl=14.72,27.46|data-1y=21.39|data-3y=23.09|data-5y=27.46|data-10y=18.95|data-sl=20.04,22.32|data-1y=20.40|data-3y=18.09|data-5y=22.32|data-10y=15.85|data-sl=14.65,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=17.17,"3,639.27^^^|data-order=3,639.27"
Close Ended,Equity,Large & Mid Cap,Sundaram Large and Mid Cap Fund|data-plan_id=4152,NIFTY Large Midcap 250 Total Return Index,Very High,Very High,85.9436|data-nav-reg=85.9436|data-prev-nav-reg=86.4732,96.1343|data-nav-dir=96.1343|data-prev-nav-dir=96.7239,19.98|data-1y=22.65|data-3y=14.70|data-5y=19.98|data-10y=15.12|data-sl=13.04,21.36|data-1y=23.99|data-3y=16.00|data-5y=21.36|data-10y=16.35|data-sl=16.52,22.32|data-1y=20.40|data-3y=18.09|data-5y=22.32|data-10y=15.85|data-sl=14.44,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=17.12,"7,015.88^|data-order=7,015.88"
Close Ended,Equity,Large & Mid Cap,Tata Large & Mid Cap Fund|data-plan_id=102,NIFTY Large Midcap 250 Total Return Index,Very High,Very High,518.8254|data-nav-reg=518.8254|data-prev-nav-reg=520.9443,587.9040|data-nav-dir=587.9040|data-prev-nav-dir=590.2869,18.62|data-1y=16.51|data-3y=16.29|data-5y=18.62|data-10y=13.64|data-sl=13.23,19.58|data-1y=17.81|data-3y=17.57|data-5y=19.58|data-10y=14.93|data-sl=17.01,22.32|data-1y=20.40|data-3y=18.09|data-5y=22.32|data-10y=15.85|data-sl=NA,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=17.17,"8,358.88^|data-order=8,358.88"
Close Ended,Equity,Large & Mid Cap,Union Large & Midcap Fund|data-plan_id=40383,NIFTY Large Midcap 250 Total Return Index,Very High,Very High,25.8400|data-nav-reg=25.8400|data-prev-nav-reg=25.9800,27.4800|data-nav-dir=27.4800|data-prev-nav-dir=27.6300,20.67|data-1y=22.46|data-3y=13.86|data-5y=20.67|data-10y=NA|data-sl=20.54,22.14|data-1y=24.18|data-3y=15.43|data-5y=22.14|data-10y=NA|data-sl=22.01,22.32|data-1y=20.40|data-3y=18.09|data-5y=22.32|data-10y=NA|data-sl=22.68,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=22.68,877.32|data-order=877.32
Close Ended,Equity,Large & Mid Cap,UTI Large & Mid Cap Fund|data-plan_id=258,NIFTY Large Midcap 250 Total Return Index,Very High,Very High,177.1424|data-nav-reg=177.1424|data-prev-nav-reg=178.2365,188.8242|data-nav-dir=188.8242|data-prev-nav-dir=189.9856,23.10|data-1y=28.40|data-3y=21.19|data-5y=23.10|data-10y=14.04|data-sl=14.01,23.90|data-1y=29.52|data-3y=22.09|data-5y=23.90|data-10y=14.71|data-sl=16.04,22.32|data-1y=20.40|data-3y=18.09|data-5y=22.32|data-10y=15.85|data-sl=NA,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=17.17,"4,213.59^|data-order=4,213.59"
Close Ended,Equity,Large & Mid Cap,WhiteOak Capital Large & Mid Cap Fund|data-plan_id=43931,BSE 250 Large MidCap Total Return Index,,Very High,12.9200|data-nav-reg=12.9200|data-prev-nav-reg=12.9970,13.1510|data-nav-dir=13.1510|data-prev-nav-dir=13.2300,--|data-1y=27.76|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=28.07,--|data-1y=29.96|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=30.28,--|data-1y=17.13|data-3y=NA|data-5y=NA|data-10y=NA|data-sl=18.25,|data-1y=|data-3y=|data-5y=|data-10y=|data-sl=18.25,"1,605.97^|data-order=1,605.97"
